ecad_id,Asset_id,Program/product,term,Mortgage Outstanding Balance,Rate/margin,Disbursment Data ( start MTG Date),Completion Data ( Closing MTG Date),Initial Borrow capital,Loan to Value,Monthly repayment,Next due payment date,Monthly capital repayment with zero interest,Months already paid,Months due paid,Property Valuation,Customer Initial deposit
1701601301,,,,,,,,,,,,,,,,
1701601302,,,,,,,,,,,,,,,,
1701601303,,,,,,,,,,,,,,,,
1701601304,,,,,,,,,,,,,,,,
1701601305,,,,,,,,,,,,,,,,
1701601306,,,,,,,,,,,,,,,,
1701601307,,,,,,,,,,,,,,,,
1701601308,,,,,,,,,,,,,,,,
1701601309,,,,,,,,,,,,,,,,
1701601310,,,,,,,,,,,,,,,,
1701601311,,,,,,,,,,,,,,,,
1701601312,,,,,,,,,,,,,,,,
1701601313,,,,,,,,,,,,,,,,
1701601314,,,,,,,,,,,,,,,,
1701601315,,,,,,,,,,,,,,,,
1701601316,,,,,,,,,,,,,,,,
1701601317,,,,,,,,,,,,,,,,
1701601318,,,,,,,,,,,,,,,,
1701601319,,,,,,,,,,,,,,,,
1701601320,,,,,,,,,,,,,,,,
1701601321,,,,,,,,,,,,,,,,
1701601322,,,,,,,,,,,,,,,,
1701601323,,,,,,,,,,,,,,,,
1701601324,,,,,,,,,,,,,,,,
1701601325,,,,,,,,,,,,,,,,
1701601326,,,,,,,,,,,,,,,,
1701601327,,,,,,,,,,,,,,,,
1701601328,,,,,,,,,,,,,,,,
1701601329,,,,,,,,,,,,,,,,
1701601330,,,,,,,,,,,,,,,,
1701601331,,,,,,,,,,,,,,,,
1701601332,,,,,,,,,,,,,,,,
1701601333,,,,,,,,,,,,,,,,
1701601334,,,,,,,,,,,,,,,,
1701601335,,,,,,,,,,,,,,,,
1701601336,,,,,,,,,,,,,,,,
1701601337,,,,,,,,,,,,,,,,
1701601338,,,,,,,,,,,,,,,,
1701601339,,,,,,,,,,,,,,,,
1701601340,,,,,,,,,,,,,,,,
1701601341,,,,,,,,,,,,,,,,
1701601342,,,,,,,,,,,,,,,,
1701601343,,,,,,,,,,,,,,,,
1701601344,,,,,,,,,,,,,,,,
1701601345,,,,,,,,,,,,,,,,
1701601346,,,,,,,,,,,,,,,,
1701601347,,,,,,,,,,,,,,,,
1701601348,,,,,,,,,,,,,,,,
1701601349,,,,,,,,,,,,,,,,
1701601350,,,,,,,,,,,,,,,,
1701601351,,,,,,,,,,,,,,,,
1701601352,,,,,,,,,,,,,,,,
1701601353,,,,,,,,,,,,,,,,
1701601354,,,,,,,,,,,,,,,,
1701601355,,,,,,,,,,,,,,,,
1701601356,,,,,,,,,,,,,,,,
1701601357,,,,,,,,,,,,,,,,
1701601358,,,,,,,,,,,,,,,,
1701601359,,,,,,,,,,,,,,,,
1701601360,,,,,,,,,,,,,,,,
1701601361,,,,,,,,,,,,,,,,
1701601362,,,,,,,,,,,,,,,,
1701601363,,,,,,,,,,,,,,,,
1701601364,,,,,,,,,,,,,,,,
1701601365,,,,,,,,,,,,,,,,
1701601366,,,,,,,,,,,,,,,,
1701601367,,,,,,,,,,,,,,,,
1701601368,,,,,,,,,,,,,,,,
1701601369,,,,,,,,,,,,,,,,
1701601370,,,,,,,,,,,,,,,,
1701601371,,,,,,,,,,,,,,,,
1701601372,,,,,,,,,,,,,,,,
1701601373,,,,,,,,,,,,,,,,
1701601374,,,,,,,,,,,,,,,,
1701601375,,,,,,,,,,,,,,,,
1701601376,,,,,,,,,,,,,,,,
1701601377,,,,,,,,,,,,,,,,
1701601378,,,,,,,,,,,,,,,,
1701601379,,,,,,,,,,,,,,,,
1701601380,,,,,,,,,,,,,,,,
1701601381,,,,,,,,,,,,,,,,
1701601382,,,,,,,,,,,,,,,,
1701601383,,,,,,,,,,,,,,,,
1701601384,,,,,,,,,,,,,,,,
1701601385,,,,,,,,,,,,,,,,
1701601386,,,,,,,,,,,,,,,,
1701601387,,,,,,,,,,,,,,,,
1701601388,,,,,,,,,,,,,,,,
1701601389,,,,,,,,,,,,,,,,
1701601390,,,,,,,,,,,,,,,,
1701601391,,,,,,,,,,,,,,,,
1701601392,,,,,,,,,,,,,,,,
1701601393,,,,,,,,,,,,,,,,
1701601394,,,,,,,,,,,,,,,,
1701601395,,,,,,,,,,,,,,,,
1701601396,,,,,,,,,,,,,,,,
1701601397,,,,,,,,,,,,,,,,
1701601398,,,,,,,,,,,,,,,,
1701601399,,,,,,,,,,,,,,,,
1701601400,,,,,,,,,,,,,,,,
1701601401,,,,,,,,,,,,,,,,
1701601402,,,,,,,,,,,,,,,,
1701601403,,,,,,,,,,,,,,,,
1701601404,,,,,,,,,,,,,,,,
1701601405,,,,,,,,,,,,,,,,
1701601406,,,,,,,,,,,,,,,,
1701601407,,,,,,,,,,,,,,,,
1701601408,,,,,,,,,,,,,,,,
1701601409,,,,,,,,,,,,,,,,
1701601410,,,,,,,,,,,,,,,,
1701601411,,,,,,,,,,,,,,,,
1701601412,,,,,,,,,,,,,,,,
1701601413,,,,,,,,,,,,,,,,
1701601414,,,,,,,,,,,,,,,,
1701601415,,,,,,,,,,,,,,,,
1701601416,,,,,,,,,,,,,,,,
1701601417,,,,,,,,,,,,,,,,
1701601418,,,,,,,,,,,,,,,,
1701601419,,,,,,,,,,,,,,,,
1701601420,,,,,,,,,,,,,,,,
1701601421,,,,,,,,,,,,,,,,
1701601422,,,,,,,,,,,,,,,,
1701601423,,,,,,,,,,,,,,,,
1701601424,,,,,,,,,,,,,,,,
1701601425,,,,,,,,,,,,,,,,
1701601426,,,,,,,,,,,,,,,,
1701601427,,,,,,,,,,,,,,,,
1701601428,,,,,,,,,,,,,,,,
1701601429,,,,,,,,,,,,,,,,
1701601430,,,,,,,,,,,,,,,,
1701601431,,,,,,,,,,,,,,,,
1701601432,,,,,,,,,,,,,,,,
1701601433,,,,,,,,,,,,,,,,
1701601434,,,,,,,,,,,,,,,,
1701601435,,,,,,,,,,,,,,,,
1701601436,,,,,,,,,,,,,,,,
1701601437,,,,,,,,,,,,,,,,
1701601438,,,,,,,,,,,,,,,,
1701601439,,,,,,,,,,,,,,,,
1701601440,,,,,,,,,,,,,,,,
1701601441,,,,,,,,,,,,,,,,
1701601442,,,,,,,,,,,,,,,,
1701601443,,,,,,,,,,,,,,,,
1701601444,,,,,,,,,,,,,,,,
1701601445,,,,,,,,,,,,,,,,
1701601446,,,,,,,,,,,,,,,,
1701601447,,,,,,,,,,,,,,,,
1701601448,,,,,,,,,,,,,,,,
1701601449,,,,,,,,,,,,,,,,
1701601450,,,,,,,,,,,,,,,,
1701601451,,,,,,,,,,,,,,,,
1701601452,,,,,,,,,,,,,,,,
1701601453,,,,,,,,,,,,,,,,
1701601454,,,,,,,,,,,,,,,,
1701601455,,,,,,,,,,,,,,,,
1701601456,,,,,,,,,,,,,,,,
1701601457,,,,,,,,,,,,,,,,
1701601458,,,,,,,,,,,,,,,,
1701601459,,,,,,,,,,,,,,,,
1701601460,,,,,,,,,,,,,,,,
1701601461,,,,,,,,,,,,,,,,
1701601462,,,,,,,,,,,,,,,,
1701601463,,,,,,,,,,,,,,,,
1701601464,,,,,,,,,,,,,,,,
1701601465,,,,,,,,,,,,,,,,
1701601466,,,,,,,,,,,,,,,,
1701601467,,,,,,,,,,,,,,,,
1701601468,,,,,,,,,,,,,,,,
1701601469,,,,,,,,,,,,,,,,
1701601470,,,,,,,,,,,,,,,,
1701601471,,,,,,,,,,,,,,,,
1701601472,,,,,,,,,,,,,,,,
1701601473,,,,,,,,,,,,,,,,
1701601474,,,,,,,,,,,,,,,,
1701601475,,,,,,,,,,,,,,,,
1701601476,,,,,,,,,,,,,,,,
1701601477,,,,,,,,,,,,,,,,
1701601478,,,,,,,,,,,,,,,,
1701601479,,,,,,,,,,,,,,,,
1701601480,,,,,,,,,,,,,,,,
1701601481,,,,,,,,,,,,,,,,
1701601482,,,,,,,,,,,,,,,,
1701601483,,,,,,,,,,,,,,,,
1701601484,,,,,,,,,,,,,,,,
1701601485,,,,,,,,,,,,,,,,
1701601486,,,,,,,,,,,,,,,,
1701601487,,,,,,,,,,,,,,,,
1701601488,,,,,,,,,,,,,,,,
1701601489,,,,,,,,,,,,,,,,
1701601490,,,,,,,,,,,,,,,,
1701601491,,,,,,,,,,,,,,,,
1701601492,,,,,,,,,,,,,,,,
1701601493,,,,,,,,,,,,,,,,
1701601494,,,,,,,,,,,,,,,,
1701601495,,,,,,,,,,,,,,,,
1701601496,,,,,,,,,,,,,,,,
1701601497,,,,,,,,,,,,,,,,
1701601498,,,,,,,,,,,,,,,,
1701601499,,,,,,,,,,,,,,,,
1701601500,,,,,,,,,,,,,,,,
1701601501,,,,,,,,,,,,,,,,
1701601502,,,,,,,,,,,,,,,,
1701601503,,,,,,,,,,,,,,,,
1701601504,,,,,,,,,,,,,,,,
1701601505,,,,,,,,,,,,,,,,
1701601506,,,,,,,,,,,,,,,,
1701601507,,,,,,,,,,,,,,,,
1701601508,,,,,,,,,,,,,,,,
1701601509,,,,,,,,,,,,,,,,
1701601510,,,,,,,,,,,,,,,,
1701601511,,,,,,,,,,,,,,,,
1701601512,,,,,,,,,,,,,,,,
1701601513,,,,,,,,,,,,,,,,
1701601514,,,,,,,,,,,,,,,,
1701601515,,,,,,,,,,,,,,,,
1701601516,,,,,,,,,,,,,,,,
1701601517,,,,,,,,,,,,,,,,
1701601518,,,,,,,,,,,,,,,,
1701601519,,,,,,,,,,,,,,,,
1701601520,,,,,,,,,,,,,,,,
1701601521,,,,,,,,,,,,,,,,
1701601522,,,,,,,,,,,,,,,,
1701601523,,,,,,,,,,,,,,,,
1701601524,,,,,,,,,,,,,,,,
1701601525,,,,,,,,,,,,,,,,
1701601526,,,,,,,,,,,,,,,,
1701601527,,,,,,,,,,,,,,,,
1701601528,,,,,,,,,,,,,,,,
1701601529,,,,,,,,,,,,,,,,
1701601530,,,,,,,,,,,,,,,,
1701601531,,,,,,,,,,,,,,,,
1701601532,,,,,,,,,,,,,,,,
1701601533,,,,,,,,,,,,,,,,
1701601534,,,,,,,,,,,,,,,,
1701601535,,,,,,,,,,,,,,,,
1701601536,,,,,,,,,,,,,,,,
1701601537,,,,,,,,,,,,,,,,
1701601538,,,,,,,,,,,,,,,,
1701601539,,,,,,,,,,,,,,,,
1701601540,,,,,,,,,,,,,,,,
1701601541,,,,,,,,,,,,,,,,
1701601542,,,,,,,,,,,,,,,,
1701601543,,,,,,,,,,,,,,,,
1701601544,,,,,,,,,,,,,,,,
1701601545,,,,,,,,,,,,,,,,
1701601546,,,,,,,,,,,,,,,,
1701601547,,,,,,,,,,,,,,,,
1701601548,,,,,,,,,,,,,,,,
1701601549,,,,,,,,,,,,,,,,
1701601550,,,,,,,,,,,,,,,,
1701601551,,,,,,,,,,,,,,,,
1701601552,,,,,,,,,,,,,,,,
1701601553,,,,,,,,,,,,,,,,
1701601554,,,,,,,,,,,,,,,,
1701601555,,,,,,,,,,,,,,,,
1701601556,,,,,,,,,,,,,,,,
1701601557,,,,,,,,,,,,,,,,
1701601558,,,,,,,,,,,,,,,,
1701601559,,,,,,,,,,,,,,,,
1701601560,,,,,,,,,,,,,,,,
1701601561,,,,,,,,,,,,,,,,
1701601562,,,,,,,,,,,,,,,,
1701601563,,,,,,,,,,,,,,,,
1701601564,,,,,,,,,,,,,,,,
1701601565,,,,,,,,,,,,,,,,
1701601566,,,,,,,,,,,,,,,,
1701601567,,,,,,,,,,,,,,,,
1701601568,,,,,,,,,,,,,,,,
1701601569,,,,,,,,,,,,,,,,
1701601570,,,,,,,,,,,,,,,,
1701601571,,,,,,,,,,,,,,,,
1701601572,,,,,,,,,,,,,,,,
1701601573,,,,,,,,,,,,,,,,
1701601574,,,,,,,,,,,,,,,,
1701601575,,,,,,,,,,,,,,,,
1701601576,,,,,,,,,,,,,,,,
1701601577,,,,,,,,,,,,,,,,
1701601578,,,,,,,,,,,,,,,,
1701601579,,,,,,,,,,,,,,,,
1701601580,,,,,,,,,,,,,,,,
1701601581,,,,,,,,,,,,,,,,
1701601582,,,,,,,,,,,,,,,,
1701601583,,,,,,,,,,,,,,,,
1701601584,,,,,,,,,,,,,,,,
1701601585,,,,,,,,,,,,,,,,
1701601586,,,,,,,,,,,,,,,,
1701601587,,,,,,,,,,,,,,,,
1701601588,,,,,,,,,,,,,,,,
1701601589,,,,,,,,,,,,,,,,
1701601590,,,,,,,,,,,,,,,,
1701601591,,,,,,,,,,,,,,,,
1701601592,,,,,,,,,,,,,,,,
1701601593,,,,,,,,,,,,,,,,
1701601594,,,,,,,,,,,,,,,,
1701601595,,,,,,,,,,,,,,,,
1701601596,,,,,,,,,,,,,,,,
1701601597,,,,,,,,,,,,,,,,
1701601598,,,,,,,,,,,,,,,,
1701601599,,,,,,,,,,,,,,,,
1701601600,,,,,,,,,,,,,,,,
1701601601,,,,,,,,,,,,,,,,
1701601602,,,,,,,,,,,,,,,,
1701601603,,,,,,,,,,,,,,,,
1701601604,,,,,,,,,,,,,,,,
1701601605,,,,,,,,,,,,,,,,
1701601606,,,,,,,,,,,,,,,,
1701601607,,,,,,,,,,,,,,,,
1701601608,,,,,,,,,,,,,,,,
1701601609,,,,,,,,,,,,,,,,
1701601610,,,,,,,,,,,,,,,,
1701601611,,,,,,,,,,,,,,,,
1701601612,,,,,,,,,,,,,,,,
1701601613,,,,,,,,,,,,,,,,
1701601614,,,,,,,,,,,,,,,,
1701601615,,,,,,,,,,,,,,,,
1701601616,,,,,,,,,,,,,,,,
1701601617,,,,,,,,,,,,,,,,
1701601618,,,,,,,,,,,,,,,,
1701601619,,,,,,,,,,,,,,,,
1701601620,,,,,,,,,,,,,,,,
1701601621,,,,,,,,,,,,,,,,
1701601622,,,,,,,,,,,,,,,,
1701601623,,,,,,,,,,,,,,,,
1701601624,,,,,,,,,,,,,,,,
1701601625,,,,,,,,,,,,,,,,
1701601626,,,,,,,,,,,,,,,,
1701601627,,,,,,,,,,,,,,,,
1701601628,,,,,,,,,,,,,,,,
1701601629,,,,,,,,,,,,,,,,
1701601630,,,,,,,,,,,,,,,,
1701601631,,,,,,,,,,,,,,,,
1701601632,,,,,,,,,,,,,,,,
1701601633,,,,,,,,,,,,,,,,
1701601634,,,,,,,,,,,,,,,,
1701601635,,,,,,,,,,,,,,,,
1701601636,,,,,,,,,,,,,,,,
1701601637,,,,,,,,,,,,,,,,
1701601638,,,,,,,,,,,,,,,,
1701601639,,,,,,,,,,,,,,,,
1701601640,,,,,,,,,,,,,,,,
1701601641,,,,,,,,,,,,,,,,
1701601642,,,,,,,,,,,,,,,,
1701601643,,,,,,,,,,,,,,,,
1701601644,,,,,,,,,,,,,,,,
1701601645,,,,,,,,,,,,,,,,
1701601646,,,,,,,,,,,,,,,,
1701601647,,,,,,,,,,,,,,,,
1701601648,,,,,,,,,,,,,,,,
1701601649,,,,,,,,,,,,,,,,
1701601650,,,,,,,,,,,,,,,,
1701601651,,,,,,,,,,,,,,,,
1701601652,,,,,,,,,,,,,,,,
1701601653,,,,,,,,,,,,,,,,
1701601654,,,,,,,,,,,,,,,,
1701601655,,,,,,,,,,,,,,,,
1701601656,,,,,,,,,,,,,,,,
1701601657,,,,,,,,,,,,,,,,
1701601658,,,,,,,,,,,,,,,,
1701601659,,,,,,,,,,,,,,,,
1701601660,,,,,,,,,,,,,,,,
1701601661,,,,,,,,,,,,,,,,
1701601662,,,,,,,,,,,,,,,,
1701601663,,,,,,,,,,,,,,,,
1701601664,,,,,,,,,,,,,,,,
1701601665,,,,,,,,,,,,,,,,
1701601666,,,,,,,,,,,,,,,,
1701601667,,,,,,,,,,,,,,,,
1701601668,,,,,,,,,,,,,,,,
1701601669,,,,,,,,,,,,,,,,
1701601670,,,,,,,,,,,,,,,,
1701601671,,,,,,,,,,,,,,,,
1701601672,,,,,,,,,,,,,,,,
1701601673,,,,,,,,,,,,,,,,
1701601674,,,,,,,,,,,,,,,,
1701601675,,,,,,,,,,,,,,,,
1701601676,,,,,,,,,,,,,,,,
1701601677,,,,,,,,,,,,,,,,
1701601678,,,,,,,,,,,,,,,,
1701601679,,,,,,,,,,,,,,,,
1701601680,,,,,,,,,,,,,,,,
1701601681,,,,,,,,,,,,,,,,
1701601682,,,,,,,,,,,,,,,,
1701601683,,,,,,,,,,,,,,,,
1701601684,,,,,,,,,,,,,,,,
1701601685,,,,,,,,,,,,,,,,
1701601686,,,,,,,,,,,,,,,,
1701601687,,,,,,,,,,,,,,,,
1701601688,,,,,,,,,,,,,,,,
1701601689,,,,,,,,,,,,,,,,
1701601690,,,,,,,,,,,,,,,,
1701601691,,,,,,,,,,,,,,,,
1701601692,,,,,,,,,,,,,,,,
1701601693,,,,,,,,,,,,,,,,
1701601694,,,,,,,,,,,,,,,,
1701601695,,,,,,,,,,,,,,,,
1701601696,,,,,,,,,,,,,,,,
1701601697,,,,,,,,,,,,,,,,
1701601698,,,,,,,,,,,,,,,,
1701601699,,,,,,,,,,,,,,,,
1701601700,,,,,,,,,,,,,,,,
1701601701,,,,,,,,,,,,,,,,
1701601702,,,,,,,,,,,,,,,,
1701601703,,,,,,,,,,,,,,,,
1701601704,,,,,,,,,,,,,,,,
1701601705,,,,,,,,,,,,,,,,
1701601706,,,,,,,,,,,,,,,,
1701601707,,,,,,,,,,,,,,,,
1701601708,,,,,,,,,,,,,,,,
1701601709,,,,,,,,,,,,,,,,
1701601710,,,,,,,,,,,,,,,,
1701601711,,,,,,,,,,,,,,,,
1701601712,,,,,,,,,,,,,,,,
1701601713,,,,,,,,,,,,,,,,
1701601714,,,,,,,,,,,,,,,,
1701601715,,,,,,,,,,,,,,,,
1701601716,,,,,,,,,,,,,,,,
1701601717,,,,,,,,,,,,,,,,
1701601718,,,,,,,,,,,,,,,,
1701601719,,,,,,,,,,,,,,,,
1701601720,,,,,,,,,,,,,,,,
1701601721,,,,,,,,,,,,,,,,
1701601722,,,,,,,,,,,,,,,,
1701601723,,,,,,,,,,,,,,,,
1701601724,,,,,,,,,,,,,,,,
1701601725,,,,,,,,,,,,,,,,
1701601726,,,,,,,,,,,,,,,,
1701601727,,,,,,,,,,,,,,,,
1701601728,,,,,,,,,,,,,,,,
1701601729,,,,,,,,,,,,,,,,
1701601730,,,,,,,,,,,,,,,,
1701601731,,,,,,,,,,,,,,,,
1701601732,,,,,,,,,,,,,,,,
1701601733,,,,,,,,,,,,,,,,
1701601734,,,,,,,,,,,,,,,,
1701601735,,,,,,,,,,,,,,,,
1701601736,,,,,,,,,,,,,,,,
1701601737,,,,,,,,,,,,,,,,
1701601738,,,,,,,,,,,,,,,,
1701601739,,,,,,,,,,,,,,,,
1701601740,,,,,,,,,,,,,,,,
1701601741,,,,,,,,,,,,,,,,
1701601742,,,,,,,,,,,,,,,,
1701601743,,,,,,,,,,,,,,,,
1701601744,,,,,,,,,,,,,,,,
1701601745,,,,,,,,,,,,,,,,
1701601746,,,,,,,,,,,,,,,,
1701601747,,,,,,,,,,,,,,,,
1701601748,,,,,,,,,,,,,,,,
1701601749,,,,,,,,,,,,,,,,
1701601750,,,,,,,,,,,,,,,,
1701601751,,,,,,,,,,,,,,,,
1701601752,,,,,,,,,,,,,,,,
1701601753,,,,,,,,,,,,,,,,
1701601754,,,,,,,,,,,,,,,,
1701601755,,,,,,,,,,,,,,,,
1701601756,,,,,,,,,,,,,,,,
1701601757,,,,,,,,,,,,,,,,
1701601758,,,,,,,,,,,,,,,,
1701601759,,,,,,,,,,,,,,,,
1701601760,,,,,,,,,,,,,,,,
1701601761,,,,,,,,,,,,,,,,
1701601762,,,,,,,,,,,,,,,,
1701601763,,,,,,,,,,,,,,,,
1701601764,,,,,,,,,,,,,,,,
1701601765,,,,,,,,,,,,,,,,
1701601766,,,,,,,,,,,,,,,,
1701601767,,,,,,,,,,,,,,,,
1701601768,,,,,,,,,,,,,,,,
1701601769,,,,,,,,,,,,,,,,
1701601770,,,,,,,,,,,,,,,,
1701601771,,,,,,,,,,,,,,,,
1701601772,,,,,,,,,,,,,,,,
1701601773,,,,,,,,,,,,,,,,
1701601774,,,,,,,,,,,,,,,,
1701601775,,,,,,,,,,,,,,,,
1701601776,,,,,,,,,,,,,,,,
1701601777,,,,,,,,,,,,,,,,
1701601778,,,,,,,,,,,,,,,,
1701601779,,,,,,,,,,,,,,,,
1701601780,,,,,,,,,,,,,,,,
1701601781,,,,,,,,,,,,,,,,
1701601782,,,,,,,,,,,,,,,,
1701601783,,,,,,,,,,,,,,,,
1701601784,,,,,,,,,,,,,,,,
1701601785,,,,,,,,,,,,,,,,
1701601786,,,,,,,,,,,,,,,,
1701601787,,,,,,,,,,,,,,,,
1701601788,,,,,,,,,,,,,,,,
1701601789,,,,,,,,,,,,,,,,
1701601790,,,,,,,,,,,,,,,,
1701601791,,,,,,,,,,,,,,,,
1701601792,,,,,,,,,,,,,,,,
1701601793,,,,,,,,,,,,,,,,
1701601794,,,,,,,,,,,,,,,,
1701601795,,,,,,,,,,,,,,,,
1701601796,,,,,,,,,,,,,,,,
1701601797,,,,,,,,,,,,,,,,
1701601798,,,,,,,,,,,,,,,,
1701601799,,,,,,,,,,,,,,,,
1701601800,,,,,,,,,,,,,,,,
1701601801,,,,,,,,,,,,,,,,
1701601802,,,,,,,,,,,,,,,,
1701601803,,,,,,,,,,,,,,,,
1701601804,,,,,,,,,,,,,,,,
1701601805,,,,,,,,,,,,,,,,
1701601806,,,,,,,,,,,,,,,,
1701601807,,,,,,,,,,,,,,,,
1701601808,,,,,,,,,,,,,,,,
1701601809,,,,,,,,,,,,,,,,
1701601810,,,,,,,,,,,,,,,,
1701601811,,,,,,,,,,,,,,,,
1701601812,,,,,,,,,,,,,,,,
1701601813,,,,,,,,,,,,,,,,
1701601814,,,,,,,,,,,,,,,,
1701601815,,,,,,,,,,,,,,,,
1701601816,,,,,,,,,,,,,,,,
1701601817,,,,,,,,,,,,,,,,
1701601818,,,,,,,,,,,,,,,,
1701601819,,,,,,,,,,,,,,,,
1701601820,,,,,,,,,,,,,,,,
1701601821,,,,,,,,,,,,,,,,
1701601822,,,,,,,,,,,,,,,,
1701601823,,,,,,,,,,,,,,,,
1701601824,,,,,,,,,,,,,,,,
1701601825,,,,,,,,,,,,,,,,
1701601826,,,,,,,,,,,,,,,,
1701601827,,,,,,,,,,,,,,,,
1701601828,,,,,,,,,,,,,,,,
1701601829,,,,,,,,,,,,,,,,
1701601830,,,,,,,,,,,,,,,,
1701601831,,,,,,,,,,,,,,,,
1701601832,,,,,,,,,,,,,,,,
1701601833,,,,,,,,,,,,,,,,
1701601834,,,,,,,,,,,,,,,,
1701601835,,,,,,,,,,,,,,,,
1701601836,,,,,,,,,,,,,,,,
1701601837,,,,,,,,,,,,,,,,
1701601839,,,,,,,,,,,,,,,,
1701601840,,,,,,,,,,,,,,,,
1701601841,,,,,,,,,,,,,,,,
1701601842,,,,,,,,,,,,,,,,
1701601843,,,,,,,,,,,,,,,,
1701601844,,,,,,,,,,,,,,,,
1701601845,,,,,,,,,,,,,,,,
1701601846,,,,,,,,,,,,,,,,
1701601847,,,,,,,,,,,,,,,,
1701601848,,,,,,,,,,,,,,,,
1701601849,,,,,,,,,,,,,,,,
1701601850,,,,,,,,,,,,,,,,
1701601851,,,,,,,,,,,,,,,,
1701601852,,,,,,,,,,,,,,,,
1701601853,,,,,,,,,,,,,,,,
1701601854,,,,,,,,,,,,,,,,
1701601855,,,,,,,,,,,,,,,,
1701601856,,,,,,,,,,,,,,,,
1701601857,,,,,,,,,,,,,,,,
1701601858,,,,,,,,,,,,,,,,
1701601859,,,,,,,,,,,,,,,,
1701601860,,,,,,,,,,,,,,,,
1701601861,,,,,,,,,,,,,,,,
1701601862,,,,,,,,,,,,,,,,
1701601864,,,,,,,,,,,,,,,,
1701601865,,,,,,,,,,,,,,,,
1701601866,,,,,,,,,,,,,,,,
1701601867,,,,,,,,,,,,,,,,
1701601868,,,,,,,,,,,,,,,,
1701601869,,,,,,,,,,,,,,,,
1701601870,,,,,,,,,,,,,,,,
1701601871,,,,,,,,,,,,,,,,
1701601872,,,,,,,,,,,,,,,,
1701601873,,,,,,,,,,,,,,,,
1701601874,,,,,,,,,,,,,,,,
1701601875,,,,,,,,,,,,,,,,
1701601876,,,,,,,,,,,,,,,,
1701601877,,,,,,,,,,,,,,,,
1701601878,,,,,,,,,,,,,,,,
1701601879,,,,,,,,,,,,,,,,
1701601880,,,,,,,,,,,,,,,,
1701601881,,,,,,,,,,,,,,,,
1701601882,,,,,,,,,,,,,,,,
1701601883,,,,,,,,,,,,,,,,
1701601884,,,,,,,,,,,,,,,,
1701601885,,,,,,,,,,,,,,,,
1701601886,,,,,,,,,,,,,,,,
1701601887,,,,,,,,,,,,,,,,
1701601888,,,,,,,,,,,,,,,,
1701601889,,,,,,,,,,,,,,,,
1701601890,,,,,,,,,,,,,,,,
1701601891,,,,,,,,,,,,,,,,
1701601892,,,,,,,,,,,,,,,,
1701601893,,,,,,,,,,,,,,,,
1701601894,,,,,,,,,,,,,,,,
1701601895,,,,,,,,,,,,,,,,
1701601896,,,,,,,,,,,,,,,,
1701601897,,,,,,,,,,,,,,,,
1701601898,,,,,,,,,,,,,,,,
1701601899,,,,,,,,,,,,,,,,
1701601900,,,,,,,,,,,,,,,,
1701601901,,,,,,,,,,,,,,,,
1701601902,,,,,,,,,,,,,,,,
1701601903,,,,,,,,,,,,,,,,
1701601904,,,,,,,,,,,,,,,,
1701601905,,,,,,,,,,,,,,,,
1701601906,,,,,,,,,,,,,,,,
1701601907,,,,,,,,,,,,,,,,
1701601908,,,,,,,,,,,,,,,,
1701601909,,,,,,,,,,,,,,,,
1701601910,,,,,,,,,,,,,,,,
1701601911,,,,,,,,,,,,,,,,
1701601912,,,,,,,,,,,,,,,,
1701601913,,,,,,,,,,,,,,,,
1701601914,,,,,,,,,,,,,,,,
1701601915,,,,,,,,,,,,,,,,
1701601916,,,,,,,,,,,,,,,,
1701601917,,,,,,,,,,,,,,,,
1701601918,,,,,,,,,,,,,,,,
1701601919,,,,,,,,,,,,,,,,
1701601920,,,,,,,,,,,,,,,,
1701601921,,,,,,,,,,,,,,,,
1701601922,,,,,,,,,,,,,,,,
1701601923,,,,,,,,,,,,,,,,
1701601924,,,,,,,,,,,,,,,,
1701601925,,,,,,,,,,,,,,,,
1701601926,,,,,,,,,,,,,,,,
1701601927,,,,,,,,,,,,,,,,
1701601928,,,,,,,,,,,,,,,,
1701601929,,,,,,,,,,,,,,,,
1701601930,,,,,,,,,,,,,,,,
1701601931,,,,,,,,,,,,,,,,
1701601932,,,,,,,,,,,,,,,,
1701601933,,,,,,,,,,,,,,,,
1701601934,,,,,,,,,,,,,,,,
1701601935,,,,,,,,,,,,,,,,
1701601936,,,,,,,,,,,,,,,,
1701601937,,,,,,,,,,,,,,,,
1701601938,,,,,,,,,,,,,,,,
1701601939,,,,,,,,,,,,,,,,
1701601942,,,,,,,,,,,,,,,,
1701601943,,,,,,,,,,,,,,,,
1701601944,,,,,,,,,,,,,,,,
1701601945,,,,,,,,,,,,,,,,
1701601946,,,,,,,,,,,,,,,,
1701601947,,,,,,,,,,,,,,,,
1701601948,,,,,,,,,,,,,,,,
1701601949,,,,,,,,,,,,,,,,
1701601950,,,,,,,,,,,,,,,,
1701601951,,,,,,,,,,,,,,,,
1701601952,,,,,,,,,,,,,,,,
1701601954,,,,,,,,,,,,,,,,
1701601956,,,,,,,,,,,,,,,,
1701601958,,,,,,,,,,,,,,,,
1701601959,,,,,,,,,,,,,,,,
1701601960,,,,,,,,,,,,,,,,
1701601961,,,,,,,,,,,,,,,,
1701601962,,,,,,,,,,,,,,,,
1701601963,,,,,,,,,,,,,,,,
1701601964,,,,,,,,,,,,,,,,
1701601965,,,,,,,,,,,,,,,,
1701601966,,,,,,,,,,,,,,,,
